Valor da Transação,Data/Hora da Transação,Localização da Transação,Data criação conta recebedor,Classe(transações anteriores),Classe (rótulo),Recorrência de envios do mesmo valor,Idade do titular do cartão,Classe(cartão temporário),Limite de crédito,Classe(nome lista devedores),Número de cartões complementares,Data ativação do cartão,Numero transações para outro pais,Número de transações suspeitas anteriormente,Valor médio das transações do usuário,Classe(histórico pagamento),Classe(emprego fixo),Tempo desde a ultima transação,Dispositivo de acesso novo?
839.6,2024-06-03 10:35:51,"-24.177868, -173.321719",2017-03-16 10:35:51,0,0,1,29,1,20000,0,5,2017-06-02 10:35:51,4,0,141.42,atrasado,1,2024-05-06 22:48:29,1
23.31,2024-07-31 22:34:01,"22.899108, -123.542532",2024-01-11 22:34:01,0,0,1,83,0,5000,1,2,2024-03-20 22:34:01,1,0,401.59,inadimplente,0,2024-07-08 23:14:32,0
162.58,2023-12-19 10:05:38,"2.398155, -58.612646",2018-02-05 10:05:38,1,0,1,52,1,1000,0,4,2018-02-27 10:05:38,6,1,259.66,inadimplente,1,2023-12-02 14:16:55,0
301.74,2024-01-07 12:21:51,"86.409155, -2.430152",2021-11-09 12:21:51,0,0,0,20,1,10000,0,0,2022-01-20 12:21:51,7,2,308.8,bom,1,2023-12-16 20:18:47,1
62.01,2025-04-14 01:23:53,"33.410285, 56.734493",2018-04-15 01:23:53,0,0,1,62,1,10000,0,5,2018-07-12 01:23:53,8,2,255.97,atrasado,0,2025-04-13 23:43:30,0
128.3,2024-02-06 17:25:35,"-28.897116, 55.192248",2022-10-09 17:25:35,0,0,0,66,0,5000,0,2,2022-12-27 17:25:35,10,5,226.39,atrasado,1,2024-02-04 22:07:10,0
47.22,2024-12-29 00:11:23,"-65.624456, 148.033276",2023-08-12 00:11:23,0,0,1,75,0,5000,1,3,2023-08-18 00:11:23,9,2,268.91,atrasado,1,2024-12-21 06:33:01,1
190.6,2025-02-23 14:27:17,"5.878467, -5.616821",2019-12-06 14:27:17,1,1,0,24,0,5000,1,1,2020-02-29 14:27:17,8,4,379.49,bom,0,2025-02-20 20:17:38,0
310.93,2025-05-22 22:59:06,"38.90102, 118.628358",2022-07-04 22:59:06,1,0,1,57,0,20000,0,2,2022-07-21 22:59:06,0,5,434.91,bom,0,2025-05-13 12:04:42,0
33.92,2024-04-01 03:07:17,"-33.114322, 132.45984",2018-10-28 03:07:17,1,0,1,49,0,10000,0,4,2018-12-28 03:07:17,6,2,373.99,atrasado,1,2024-03-14 18:55:07,1
536.53,2024-10-21 20:14:31,"-65.019176, 3.212327",2018-06-22 20:14:31,1,0,1,64,0,10000,1,2,2018-08-25 20:14:31,7,4,467.97,bom,1,2024-10-06 19:12:21,1
352.03,2024-06-11 04:09:26,"-69.91798, -163.813641",2023-10-05 04:09:26,0,0,1,63,1,10000,1,2,2023-11-05 04:09:26,3,2,147.44,atrasado,1,2024-06-04 13:26:10,1
290.93,2023-10-23 14:10:06,"24.378265, 171.279593",2020-07-08 14:10:06,1,0,1,18,1,1000,1,2,2020-07-12 14:10:06,5,5,184.58,inadimplente,1,2023-10-13 07:09:40,0
205.66,2024-12-29 08:38:42,"-3.171153, -26.136277",2021-02-27 08:38:42,0,0,0,84,0,20000,1,5,2021-03-14 08:38:42,3,4,213.2,inadimplente,1,2024-12-11 16:35:14,1
19.04,2024-06-05 02:50:47,"-31.375379, -79.412781",2022-05-08 02:50:47,0,0,0,49,0,5000,0,4,2022-08-01 02:50:47,9,3,278.64,atrasado,0,2024-06-01 04:29:51,0
143.48,2023-11-08 13:20:22,"64.935665, 76.978199",2019-07-17 13:20:22,1,0,1,55,0,10000,0,2,2019-09-24 13:20:22,9,0,397.24,inadimplente,1,2023-10-10 06:04:39,0
15.66,2025-02-18 02:12:41,"-11.071925, 178.117313",2022-07-20 02:12:41,1,0,1,78,1,20000,0,5,2022-08-28 02:12:41,7,3,387.28,inadimplente,0,2025-01-24 13:05:37,1
96.17,2025-07-19 02:37:50,"-75.330782, 47.467202",2024-06-13 02:37:50,1,0,1,67,1,5000,0,4,2024-07-20 02:37:50,3,0,264.16,inadimplente,1,2025-07-03 16:03:20,0
131.84,2024-01-26 13:30:19,"40.61412, 145.86765",2018-12-22 13:30:19,0,0,0,59,0,1000,0,3,2018-12-24 13:30:19,5,2,177.5,inadimplente,1,2024-01-12 00:55:18,0
214.14,2024-04-30 11:53:13,"-64.8105, 46.15825",2015-04-13 11:53:13,1,0,1,65,1,10000,1,2,2015-06-24 11:53:13,1,5,235.98,bom,1,2024-04-05 10:52:40,0
91.52,2023-10-04 08:26:42,"-49.113249, -1.440817",2020-12-18 08:26:42,1,0,0,31,0,5000,1,0,2021-01-08 08:26:42,3,5,448.37,atrasado,1,2023-09-06 01:11:59,0
206.6,2024-09-22 19:01:14,"-53.672268, 111.926392",2016-11-15 19:01:14,0,0,0,54,1,5000,1,0,2016-11-28 19:01:14,6,1,243.81,inadimplente,1,2024-09-09 16:27:30,0
5.81,2024-08-21 06:43:37,"-30.070316, 147.744314",2021-05-20 06:43:37,0,0,1,43,0,10000,0,1,2021-06-15 06:43:37,1,3,157.11,atrasado,0,2024-08-14 23:36:09,0
56.24,2025-02-25 11:49:45,"-81.995091, -43.077908",2016-04-24 11:49:45,1,0,1,47,1,5000,0,1,2016-05-29 11:49:45,10,3,418.92,bom,0,2025-02-07 06:30:05,0
504.33,2025-07-01 13:11:42,"-45.785095, -48.009499",2022-04-21 13:11:42,0,0,1,40,1,1000,0,2,2022-05-10 13:11:42,1,2,366.72,inadimplente,0,2025-06-18 11:48:22,0
68.96,2023-11-02 13:59:12,"80.479541, 127.606668",2022-09-08 13:59:12,1,0,0,43,1,20000,1,0,2022-10-11 13:59:12,10,2,196.08,inadimplente,1,2023-10-25 08:32:14,1
701.18,2024-01-10 23:41:55,"-80.767533, 138.104517",2022-05-10 23:41:55,0,0,1,54,1,2000,0,2,2022-05-14 23:41:55,5,5,381.8,atrasado,0,2024-01-08 18:44:09,1
1216.91,2025-05-16 13:18:35,"71.076557, 166.03141",2022-10-05 13:18:35,0,0,0,52,1,20000,0,3,2022-11-20 13:18:35,10,1,339.64,bom,1,2025-05-14 01:18:13,1
384.38,2025-05-26 03:09:48,"-83.563063, -45.342922",2019-01-05 03:09:48,0,0,0,60,1,5000,1,1,2019-03-11 03:09:48,5,4,316.97,inadimplente,0,2025-04-30 14:32:37,0
175.1,2025-06-10 12:38:41,"10.177911, 137.865565",2018-06-29 12:38:41,1,0,1,85,1,20000,0,0,2018-08-12 12:38:41,5,3,444.69,inadimplente,0,2025-05-31 16:47:12,0
146.54,2024-06-21 20:30:47,"-7.047105, 170.493491",2022-12-24 20:30:47,1,0,1,18,1,1000,1,2,2023-02-20 20:30:47,5,0,233.92,bom,1,2024-06-06 13:56:09,0
271.42,2024-02-05 22:45:23,"-30.033462, 64.586767",2019-08-16 22:45:23,1,0,1,84,0,10000,1,4,2019-10-05 22:45:23,9,3,287.11,inadimplente,0,2024-01-28 23:54:36,0
51.68,2024-01-16 17:05:36,"-59.536779, -114.594647",2021-02-18 17:05:36,0,0,0,25,1,2000,0,4,2021-03-03 17:05:36,0,3,249.09,inadimplente,1,2024-01-11 19:44:04,0
33.52,2024-07-03 02:17:06,"-21.275727, -92.815286",2017-10-15 02:17:06,0,0,0,56,0,1000,0,4,2017-12-04 02:17:06,1,1,210.23,bom,0,2024-06-25 10:32:01,1
826.32,2024-02-16 17:28:40,"32.278665, 149.824848",2015-07-09 17:28:40,0,0,1,18,0,5000,1,2,2015-07-26 17:28:40,2,2,236.25,inadimplente,0,2024-02-08 10:28:14,1
172.76,2023-08-26 02:53:37,"-46.825565, -126.481148",2015-10-26 02:53:37,0,0,0,19,0,1000,0,1,2015-12-22 02:53:37,8,4,323.55,bom,0,2023-08-13 06:25:45,0
116.43,2025-02-25 07:51:00,"-30.076055, 50.649729",2015-09-12 07:51:00,1,0,0,47,1,2000,0,4,2015-10-23 07:51:00,6,0,-68.84,inadimplente,1,2025-02-05 09:10:54,0
141.67,2023-11-27 19:40:24,"15.908977, 141.937646",2016-01-06 19:40:24,1,0,1,80,1,5000,0,4,2016-03-22 19:40:24,7,3,316.28,inadimplente,1,2023-11-17 08:33:42,1
267.36,2024-07-18 18:46:00,"-77.559341, -80.974431",2018-04-11 18:46:00,0,0,0,77,0,20000,0,3,2018-05-12 18:46:00,3,3,449.5,bom,0,2024-06-25 05:31:15,0
101.62,2025-06-25 23:37:57,"73.781483, 79.675547",2021-08-26 23:37:57,1,0,1,38,1,1000,1,5,2021-09-20 23:37:57,6,1,219.69,inadimplente,0,2025-06-11 20:02:06,1
219.85,2024-09-29 09:37:08,"56.097378, 60.663898",2018-04-01 09:37:08,1,0,1,76,0,20000,0,5,2018-05-09 09:37:08,3,4,226.81,bom,0,2024-09-15 20:08:14,1
869.84,2024-08-12 19:16:08,"-60.088218, -122.407583",2022-06-12 19:16:08,0,0,0,43,0,2000,1,1,2022-07-02 19:16:08,3,2,410.17,inadimplente,0,2024-07-25 02:57:56,0
246.46,2024-08-27 14:15:25,"-2.63783, -170.133669",2018-01-22 14:15:25,1,0,0,30,1,5000,0,1,2018-03-02 14:15:25,5,1,349.2,bom,0,2024-08-15 09:04:31,1
91.37,2024-12-15 03:16:45,"-20.183311, 63.126342",2019-01-07 03:16:45,0,0,0,62,0,5000,1,1,2019-04-05 03:16:45,9,5,407.29,bom,0,2024-11-22 20:24:42,1
14.61,2023-11-05 01:25:02,"-69.67135, 152.332124",2014-02-17 01:25:02,1,0,0,44,1,20000,1,4,2014-02-27 01:25:02,9,0,214.66,atrasado,0,2023-11-03 11:49:15,1
367.49,2025-03-13 12:24:47,"-28.750017, -6.401445",2018-09-20 12:24:47,1,0,0,83,0,5000,1,1,2018-10-18 12:24:47,2,5,485.2,inadimplente,0,2025-03-12 20:05:30,0
147.28,2024-08-15 11:11:30,"-3.230308, 21.441151",2014-09-28 11:11:30,0,0,1,56,1,10000,1,2,2014-11-26 11:11:30,10,2,258.22,bom,0,2024-08-02 09:55:38,0
152.32,2025-07-01 16:12:54,"43.190361, 163.490249",2021-02-23 16:12:54,1,0,0,66,0,2000,1,5,2021-02-23 16:12:54,2,2,93.16,bom,1,2025-06-18 20:25:16,0
212.97,2024-11-23 08:07:59,"53.27671, 88.558333",2024-02-13 08:07:59,1,0,1,70,0,5000,0,1,2024-04-07 08:07:59,10,3,308.94,atrasado,1,2024-10-29 16:58:08,0
112.64,2024-06-12 16:20:03,"51.471313, 156.094167",2015-02-01 16:20:03,1,0,0,58,1,5000,1,0,2015-03-04 16:20:03,3,3,112.7,atrasado,0,2024-05-29 15:33:13,1
100.86,2023-12-26 02:01:16,"46.751215, 172.228642",2022-02-26 02:01:16,0,0,1,58,1,2000,0,3,2022-05-18 02:01:16,1,2,504.45,bom,1,2023-12-23 05:40:49,0
144.92,2024-12-08 00:49:00,"-3.87799, -55.7172",2015-06-01 00:49:00,1,0,0,33,0,20000,0,2,2015-08-26 00:49:00,6,4,293.66,bom,0,2024-11-20 07:22:43,0
149.94,2023-12-26 13:25:23,"40.789173, 161.350003",2015-07-10 13:25:23,0,0,0,64,0,10000,1,4,2015-09-04 13:25:23,4,3,348.28,inadimplente,1,2023-12-23 13:29:34,1
167.01,2023-11-04 17:53:16,"-11.102923, 45.384794",2019-06-27 17:53:16,1,0,1,38,1,2000,0,3,2019-09-19 17:53:16,0,3,375.98,inadimplente,0,2023-11-02 19:31:32,0
227.78,2023-08-28 01:38:05,"41.969253, -140.710833",2020-04-10 01:38:05,1,0,0,65,1,20000,1,1,2020-04-23 01:38:05,1,5,216.05,inadimplente,1,2023-08-13 03:29:57,0
455.24,2023-08-15 16:17:23,"-85.406658, -87.77627",2022-10-05 16:17:23,0,0,0,74,0,2000,0,5,2022-11-11 16:17:23,9,1,389.32,bom,1,2023-07-19 02:00:33,0
127.44,2025-06-07 14:13:19,"-87.070269, 164.742379",2022-02-09 14:13:19,0,0,1,28,0,1000,0,3,2022-02-14 14:13:19,10,2,364.19,inadimplente,0,2025-06-03 22:47:39,0
0.79,2024-11-01 06:23:45,"54.128659, -46.631374",2024-08-25 06:23:45,0,0,0,64,1,20000,1,0,2024-10-13 06:23:45,6,0,374.97,atrasado,1,2024-10-14 21:37:04,0
62.49,2025-05-18 09:34:49,"-41.890743, -84.643566",2022-09-28 09:34:49,1,0,0,60,1,1000,1,0,2022-11-01 09:34:49,2,3,98.51,atrasado,0,2025-05-10 19:43:56,0
89.42,2024-11-18 09:13:45,"-28.302954, -97.079727",2020-06-12 09:13:45,0,0,0,60,0,1000,0,5,2020-08-06 09:13:45,2,5,278.55,atrasado,0,2024-11-05 22:54:15,0
72.65,2023-11-01 07:23:58,"45.252855, 41.881257",2020-10-19 07:23:58,0,0,0,68,0,10000,1,0,2021-01-07 07:23:58,4,5,-60.11,atrasado,0,2023-10-16 21:22:20,1
55.79,2023-12-26 18:37:39,"-51.218832, 125.769024",2023-07-02 18:37:39,1,0,0,81,0,2000,0,0,2023-08-27 18:37:39,2,2,278.49,inadimplente,0,2023-11-30 06:47:39,1
375.62,2023-08-05 13:20:32,"-32.24144, 80.859001",2021-07-12 13:20:32,1,0,0,84,1,1000,1,5,2021-09-25 13:20:32,2,2,454.23,bom,0,2023-07-16 18:33:34,0
44.65,2024-11-21 01:10:58,"-72.155799, -174.623595",2018-04-12 01:10:58,0,1,0,30,1,1000,0,4,2018-06-29 01:10:58,10,4,250.01,bom,0,2024-10-30 02:56:57,0
61.8,2024-10-01 14:11:41,"88.909287, 31.403282",2017-04-01 14:11:41,0,0,1,57,0,5000,1,4,2017-04-20 14:11:41,5,2,354.3,inadimplente,0,2024-09-17 03:10:15,1
44.68,2023-09-21 18:06:03,"57.749095, -126.486295",2018-11-10 18:06:03,1,0,0,79,0,20000,1,5,2019-01-25 18:06:03,6,3,449.3,atrasado,0,2023-09-17 17:23:11,0
411.43,2025-07-01 11:05:16,"-29.830556, 162.790013",2023-07-02 11:05:16,0,0,1,36,1,2000,0,5,2023-08-25 11:05:16,7,3,283.99,atrasado,0,2025-06-12 18:02:54,1
347.86,2023-10-20 19:46:16,"-7.421074, -156.006248",2018-03-10 19:46:16,0,0,0,50,0,20000,0,5,2018-04-24 19:46:16,1,5,403.17,inadimplente,0,2023-10-11 13:14:44,0
2.82,2023-12-08 21:37:33,"88.805746, -16.414125",2021-11-08 21:37:33,0,0,0,49,1,10000,0,5,2021-12-27 21:37:33,10,1,159.11,bom,0,2023-11-17 05:44:45,0
572.94,2024-10-21 22:09:12,"16.133484, 168.178095",2016-07-01 22:09:12,0,0,0,66,1,1000,1,4,2016-08-24 22:09:12,1,0,389.19,bom,1,2024-10-21 20:14:11,0
471.72,2024-03-04 11:34:22,"22.46127, 87.222333",2022-01-25 11:34:22,1,0,1,79,0,10000,0,4,2022-03-19 11:34:22,3,1,188.67,bom,1,2024-03-02 08:15:30,1
11.01,2024-02-25 03:36:12,"-19.612163, -34.415036",2018-07-16 03:36:12,1,1,0,61,1,1000,0,5,2018-07-20 03:36:12,5,0,223.82,inadimplente,0,2024-01-29 12:40:21,0
203.1,2023-10-30 00:00:35,"-82.2508, 45.264062",2021-08-26 00:00:35,1,0,0,82,0,5000,1,3,2021-10-02 00:00:35,4,0,270.03,inadimplente,1,2023-10-26 17:19:56,0
75.17,2024-06-03 03:22:00,"-42.975128, -29.599158",2019-12-10 03:22:00,0,0,1,19,0,20000,0,3,2020-01-30 03:22:00,1,4,333.27,bom,0,2024-05-19 01:36:49,0
778.14,2023-07-30 14:19:39,"-15.649698, 7.875666",2016-08-27 14:19:39,0,0,0,35,0,10000,1,2,2016-11-07 14:19:39,1,0,166.69,atrasado,1,2023-07-09 06:59:17,1
1060.63,2024-01-25 15:07:55,"-23.157051, 168.856046",2016-06-30 15:07:55,0,1,1,42,1,5000,0,5,2016-07-13 15:07:55,5,3,275.27,atrasado,0,2024-01-17 00:29:21,1
301.58,2023-08-05 04:04:59,"-80.561303, 13.816875",2014-04-12 04:04:59,1,0,0,43,0,2000,1,3,2014-05-19 04:04:59,8,3,333.32,atrasado,1,2023-07-16 23:08:05,1
1281.21,2025-06-29 13:05:08,"81.272963, 127.233085",2016-10-02 13:05:08,1,0,0,58,0,5000,1,2,2016-10-27 13:05:08,9,1,228.59,atrasado,0,2025-06-04 09:25:54,0
57.94,2024-09-12 11:26:22,"-59.259548, -15.050222",2024-02-12 11:26:22,0,0,0,81,0,1000,0,0,2024-03-14 11:26:22,10,1,417.84,bom,0,2024-08-31 20:35:46,1
473.72,2023-07-26 22:03:31,"73.192503, 112.587099",2018-12-11 22:03:31,0,0,0,77,1,10000,1,0,2019-01-31 22:03:31,6,0,316.52,inadimplente,0,2023-07-02 17:03:05,1
152.8,2023-12-11 21:13:33,"-43.068427, -84.289958",2017-02-21 21:13:33,0,0,1,46,1,10000,0,3,2017-05-14 21:13:33,2,1,301.25,inadimplente,0,2023-11-19 06:01:09,1
136.35,2024-01-23 03:36:02,"-66.197943, -142.324271",2020-02-29 03:36:02,1,0,0,39,1,1000,0,4,2020-05-22 03:36:02,4,3,337.26,atrasado,1,2023-12-25 18:20:48,0
234.5,2025-04-05 12:38:19,"72.510781, 74.624627",2018-08-03 12:38:19,1,0,1,82,1,5000,0,1,2018-10-27 12:38:19,9,3,316.65,atrasado,1,2025-03-27 07:02:52,0
28.03,2024-01-28 05:49:39,"5.80349, -116.558876",2017-12-04 05:49:39,1,0,1,70,0,5000,1,2,2018-01-01 05:49:39,3,5,259.58,inadimplente,1,2024-01-16 23:42:22,1
87.45,2024-06-13 16:50:45,"48.804654, 52.54319",2017-05-30 16:50:45,0,0,1,74,1,2000,1,4,2017-07-08 16:50:45,7,3,300.18,bom,0,2024-05-19 00:57:01,0
4.52,2023-10-10 08:54:31,"27.706432, -115.300232",2017-04-10 08:54:31,0,0,0,38,1,20000,0,5,2017-06-11 08:54:31,8,2,571.03,bom,0,2023-09-26 00:44:22,1
780.1,2024-11-24 20:20:33,"40.400158, 57.053762",2021-04-05 20:20:33,0,0,0,32,1,10000,1,5,2021-04-05 20:20:33,8,4,351.99,atrasado,0,2024-11-20 13:05:15,0
160.71,2024-02-22 20:35:49,"-21.943007, 141.177633",2014-04-07 20:35:49,1,1,1,82,0,5000,0,5,2014-05-24 20:35:49,6,2,236.88,inadimplente,0,2024-01-25 20:46:09,0
42.07,2025-06-15 08:36:21,"10.222549, -61.327931",2017-06-30 08:36:21,0,0,1,55,1,1000,0,4,2017-09-08 08:36:21,6,1,359.95,inadimplente,0,2025-06-03 00:57:10,1
246.21,2023-08-31 06:16:13,"86.416166, 176.442171",2016-10-28 06:16:13,0,0,0,50,1,20000,1,0,2016-11-14 06:16:13,9,5,372.98,atrasado,1,2023-08-20 07:58:35,0
1288.91,2025-05-01 09:48:18,"33.719686, 75.482981",2022-10-01 09:48:18,0,0,1,43,0,10000,0,3,2022-12-16 09:48:18,1,4,439.19,bom,1,2025-04-05 19:58:16,1
36.01,2025-02-18 20:40:10,"2.949449, 159.772676",2024-03-15 20:40:10,1,0,0,83,0,2000,1,2,2024-03-24 20:40:10,2,4,381.0,inadimplente,0,2025-01-20 14:14:34,1
944.71,2024-08-23 02:05:47,"-27.528765, 91.286023",2018-11-13 02:05:47,0,0,0,81,0,5000,1,5,2018-12-22 02:05:47,2,2,227.51,bom,1,2024-08-08 02:39:15,0
271.92,2023-11-23 20:02:56,"4.745007, -132.163886",2014-08-11 20:02:56,0,0,1,25,0,10000,1,3,2014-10-07 20:02:56,5,2,159.27,bom,0,2023-11-08 06:13:53,0
303.49,2024-11-08 05:23:54,"84.924073, -65.273679",2015-11-08 05:23:54,1,0,0,46,1,10000,0,1,2015-12-27 05:23:54,1,2,170.19,bom,1,2024-10-16 07:45:18,1
340.44,2023-08-02 08:56:14,"-74.783698, -51.736192",2014-03-20 08:56:14,0,0,1,46,0,20000,1,3,2014-05-12 08:56:14,1,5,446.79,atrasado,0,2023-07-20 12:51:28,0
193.71,2024-04-06 19:02:30,"-15.016414, 16.44375",2023-05-05 19:02:30,1,0,0,75,1,10000,1,1,2023-05-12 19:02:30,6,0,296.97,atrasado,1,2024-04-05 08:41:31,0
442.39,2024-12-03 20:39:03,"-1.331849, -88.230158",2023-11-17 20:39:03,1,0,1,21,0,1000,0,2,2024-01-08 20:39:03,10,4,389.13,bom,1,2024-11-04 17:00:21,1
53.22,2024-04-02 00:52:48,"59.217213, -19.400717",2021-05-17 00:52:48,1,1,1,79,1,5000,1,0,2021-06-03 00:52:48,3,2,279.56,atrasado,0,2024-03-19 07:01:17,1
37.96,2023-09-21 17:12:09,"-69.393677, -110.424868",2020-08-01 17:12:09,0,0,0,38,1,5000,1,2,2020-08-24 17:12:09,9,1,270.96,inadimplente,1,2023-08-29 11:30:08,1
392.47,2024-03-04 11:51:13,"-20.07121, -16.460893",2015-07-21 11:51:13,1,0,1,51,0,2000,1,4,2015-10-10 11:51:13,8,4,344.41,bom,1,2024-02-15 22:58:06,1
587.67,2024-08-16 12:37:04,"-30.737675, -36.24831",2021-03-13 12:37:04,0,1,0,24,1,10000,0,2,2021-04-14 12:37:04,4,3,404.01,atrasado,1,2024-07-23 01:02:03,0
36.79,2024-10-13 11:48:48,"19.860117, 172.236654",2016-10-06 11:48:48,0,0,0,77,1,20000,0,3,2016-10-13 11:48:48,4,1,198.11,inadimplente,1,2024-10-06 08:50:36,1
565.11,2024-01-28 10:51:35,"-78.700025, 135.365211",2015-05-14 10:51:35,0,0,1,52,0,1000,0,4,2015-08-01 10:51:35,10,3,310.8,inadimplente,0,2024-01-01 19:05:40,1
311.5,2024-05-12 13:54:10,"-34.068256, 134.225847",2022-04-20 13:54:10,1,1,0,37,1,20000,0,2,2022-07-18 13:54:10,6,4,560.69,inadimplente,1,2024-04-15 11:49:16,0
17.2,2024-03-03 09:26:41,"7.067301, -17.503486",2021-11-08 09:26:41,1,0,0,80,0,5000,1,3,2021-11-21 09:26:41,1,2,294.22,atrasado,1,2024-02-22 23:58:03,1
24.53,2023-12-29 12:13:32,"50.768741, 13.326049",2020-01-31 12:13:32,1,0,0,69,0,1000,1,1,2020-03-19 12:13:32,7,0,412.78,bom,1,2023-12-19 22:08:06,0
121.07,2024-09-18 20:33:46,"-37.482539, 71.531407",2022-03-21 20:33:46,0,0,0,68,1,10000,0,3,2022-04-11 20:33:46,4,5,307.39,inadimplente,1,2024-08-19 21:19:21,1
812.16,2024-12-12 06:37:11,"-3.686643, 152.112111",2022-12-08 06:37:11,0,0,0,41,1,10000,0,1,2023-01-09 06:37:11,7,3,419.36,inadimplente,1,2024-11-20 22:01:44,0
354.24,2024-03-18 23:32:14,"87.642315, -15.895599",2019-09-24 23:32:14,1,0,0,52,1,10000,0,2,2019-11-21 23:32:14,8,2,165.95,inadimplente,0,2024-03-09 15:30:48,1
725.06,2023-12-08 14:52:58,"89.385817, 35.155962",2023-03-28 14:52:58,0,0,0,55,0,2000,1,1,2023-04-29 14:52:58,5,2,268.02,bom,1,2023-11-15 09:35:07,0
101.09,2025-01-24 14:14:53,"83.532705, -55.489798",2021-06-16 14:14:53,0,0,0,26,0,20000,1,0,2021-08-11 14:14:53,1,4,216.64,bom,1,2025-01-23 07:56:40,1
274.21,2023-09-14 14:26:14,"-7.882098, 55.137279",2016-02-20 14:26:14,0,0,0,44,0,10000,1,2,2016-03-22 14:26:14,8,1,232.01,bom,1,2023-08-31 05:35:14,0
17.98,2023-11-04 16:40:10,"-27.219552, 175.578998",2014-03-03 16:40:10,0,0,1,49,0,2000,0,0,2014-03-15 16:40:10,2,2,342.8,atrasado,1,2023-10-13 19:02:15,1
164.91,2024-11-28 06:12:00,"48.467943, 34.474999",2021-07-21 06:12:00,1,0,1,78,0,2000,0,5,2021-09-20 06:12:00,0,2,472.31,atrasado,0,2024-11-10 07:28:45,0
136.45,2024-08-25 16:36:33,"-56.410121, -155.889446",2021-08-03 16:36:33,0,1,1,57,1,10000,0,3,2021-10-02 16:36:33,9,4,315.52,inadimplente,0,2024-08-04 11:31:45,1
665.7,2024-07-28 20:55:23,"-47.650894, 47.774305",2015-02-27 20:55:23,1,0,1,57,0,1000,1,1,2015-03-15 20:55:23,6,3,260.17,bom,0,2024-07-27 13:19:31,1
61.02,2025-04-21 20:44:02,"57.723481, 102.350741",2022-02-21 20:44:02,0,0,1,36,0,1000,0,4,2022-03-15 20:44:02,4,3,255.13,atrasado,0,2025-04-05 07:12:33,0
501.17,2023-09-20 23:47:42,"-12.444011, 58.932546",2017-07-26 23:47:42,0,0,0,44,1,2000,0,0,2017-08-12 23:47:42,0,1,323.43,inadimplente,0,2023-08-23 06:00:44,0
392.36,2024-05-12 20:30:20,"15.754178, 115.432183",2017-08-07 20:30:20,0,0,0,65,0,5000,1,2,2017-10-08 20:30:20,6,0,396.25,atrasado,0,2024-04-24 00:09:51,0
533.22,2024-09-05 23:03:40,"81.00373, -166.276117",2016-06-10 23:03:40,0,0,0,59,1,10000,0,0,2016-09-07 23:03:40,3,0,416.56,atrasado,0,2024-08-25 07:09:03,1
7.01,2023-07-24 02:43:27,"-89.825007, -51.218521",2020-07-16 02:43:27,0,0,0,31,0,1000,1,2,2020-09-27 02:43:27,5,4,319.11,inadimplente,0,2023-06-26 01:23:33,0
747.94,2023-12-05 20:40:37,"46.543958, -9.368571",2015-08-07 20:40:37,0,0,1,24,0,2000,1,2,2015-08-15 20:40:37,7,5,185.03,atrasado,1,2023-11-08 05:45:50,0
559.2,2024-04-22 13:51:31,"-86.747621, 122.733558",2020-02-04 13:51:31,1,0,0,68,0,20000,0,0,2020-03-28 13:51:31,8,0,364.19,bom,0,2024-04-06 01:20:54,0
30.59,2023-12-03 21:38:52,"88.205212, -30.112868",2016-11-03 21:38:52,1,0,1,44,1,5000,0,5,2016-12-07 21:38:52,9,3,272.97,bom,0,2023-12-01 01:06:58,0
180.17,2024-02-26 07:01:55,"63.045393, -30.940869",2022-10-07 07:01:55,1,1,0,60,0,1000,1,1,2022-10-29 07:01:55,5,3,272.4,inadimplente,0,2024-02-11 07:52:41,0
9.0,2023-12-17 09:32:51,"65.547577, -71.844669",2017-03-13 09:32:51,1,0,0,51,1,5000,1,2,2017-04-27 09:32:51,1,5,263.83,atrasado,0,2023-12-09 11:39:29,1
97.65,2023-11-12 13:15:39,"-84.313882, -60.118489",2015-03-17 13:15:39,1,0,1,30,0,20000,0,2,2015-04-11 13:15:39,9,0,459.3,inadimplente,0,2023-11-01 04:06:42,0
227.73,2024-02-08 15:29:24,"34.850168, 113.156376",2019-07-15 15:29:24,1,0,1,21,1,2000,0,4,2019-08-26 15:29:24,10,4,446.52,atrasado,0,2024-01-26 23:12:56,0
176.65,2024-05-29 23:23:48,"19.099284, -128.014603",2024-03-03 23:23:48,0,1,0,59,1,10000,0,4,2024-05-11 23:23:48,0,1,234.93,atrasado,0,2024-05-19 13:39:24,1
192.05,2024-07-31 14:47:56,"-5.131347, 90.548378",2022-10-12 14:47:56,0,0,1,70,1,20000,1,1,2023-01-08 14:47:56,0,3,267.34,atrasado,1,2024-07-04 20:35:05,0
622.65,2024-11-21 17:11:34,"54.680628, -87.715823",2024-07-23 17:11:34,1,0,0,53,0,5000,0,5,2024-08-01 17:11:34,8,0,199.94,bom,1,2024-11-18 01:51:08,1
120.54,2025-06-25 22:14:17,"68.155366, -179.152138",2022-04-21 22:14:17,1,0,1,31,0,2000,1,4,2022-05-04 22:14:17,0,5,214.49,inadimplente,1,2025-06-10 03:10:03,0
214.89,2024-03-26 10:57:41,"-32.701245, 138.271258",2016-04-21 10:57:41,1,0,0,59,1,10000,0,2,2016-05-25 10:57:41,1,1,505.42,inadimplente,1,2024-03-23 11:36:19,0
